-40459.4545379302	6399752.32389928
-41346.5246336221	6400298.63716191
-42251.3158805506	6400852.83093308
-43174.1327926417	6401414.90009587
-44115.2813263547	6401984.84029599
-45075.0689687225	6402562.64799919
-46053.8050157538	6403148.32071949
-47051.8014629959	6403741.85779561
-48069.3714600696	6404343.25893041
-49106.8298511326	6404952.52465971
-50164.4934254616	6405569.65654466
-51242.6810415704	6406194.65724264
-52341.7137563665	6406827.53057823
-53461.9149593536	6407468.28161413
-54603.610511907	6408116.91672194
-55767.1288916587	6408773.44365312
-56952.8013420532	6409437.87160988
-58160.9620271468	6410110.21131633
-59391.9481917467	6410790.47508973
-60646.1003270022	6411478.67691207
-61923.7623415852	6412174.83250201
-63225.281738613	6412878.95938722
-64551.0097984951	6413591.07697746
-65901.3017679039	6414311.20663816
-67276.5170550961	6415039.37176493
-68677.0194318353	6415775.59785901
-70103.177242193	6416519.91260378
-71555.3636185333	6417272.34594251
-73033.9567050137	6418032.93015762
-74539.3398889638	6418801.69995133
-76071.9020405388	6419578.69252829
-77632.0377610721	6420363.94767993
-79220.1476405912	6421157.50787117
-80836.6385249941	6421959.41832931
-82481.9237934246	6422769.72713562
-84156.423646427	6423588.48531968
-85860.565405501	6424415.74695679
-87594.7838247293	6425251.56926871
-89359.5214151988	6426096.012728
-91155.22878299	6426949.14116622
-92982.3649735706	6427811.02188171
-94841.3977732304	6428681.72571841
-96732.8041356315	6429561.32721328
-98657.0706274223	6430449.90474901
-100614.69384734	6431347.54068604
-102606.180864501	6432254.32150061
-104632.049677666	6433170.33792914
-106692.829696874	6434095.68511982
-108789.062248955	6435030.46279167
-110921.301108535	6435974.77540181
-113090.113056308	6436928.73232137
-115296.078466473	6437892.44802069
-117539.791925387	6438866.04226467
-119821.86288369	6439849.64031884
-122142.916344307	6440843.37316696
-124503.593588992	6441847.37774118
-126904.552946257	6442861.79716553
-129346.470603833	6443886.78101385
-131830.04146907	6444922.48558338
-134355.980081004	6445969.07418498
-136925.021578153	6447026.71745167
-139537.92272653	6448095.5936666
-142195.463012741	6449175.88911235
-144898.445807566	6450267.79844312
-147647.699605913	6451371.5250819
-150444.079349682	6452487.28164458
-153288.467840705	6453615.29039358
-156181.777251719	6454755.78372339
-159124.950744156	6455909.00468101
-162118.964202509	6457075.20752451
-165163.551957233	6458254.10353025
-168228.672064035	6459432.49578406
-171301.293598829	6460604.68292955
-174381.441238054	6461770.65444728
-177469.139703576	6462930.3997135
-180564.413765343	6464083.90800139
-183667.288243717	6465231.16848215
-186777.788011556	6466372.170226
-189895.937996078	6467506.90220298
-193021.763180535	6468635.35328376
-196155.288605732	6469757.51224025
-199296.539371416	6470873.36774617
-202445.540637548	6471982.90837762
-205602.317625482	6473086.1226135
-208766.895619063	6474182.99883598
-211939.299965657	6475273.52533082
-215119.556077123	6476357.69028774
-218307.689430741	6477435.48180075
-221503.725570094	6478506.88786839
-224707.690105924	6479571.89639404
-227919.608716959	6480630.49518614
-231139.507150712	6481682.6719584
-234367.411224276	6482728.41433
-237603.34682509	6483767.70982582
-240847.339911711	6484800.54587661
-244099.416514563	6485826.90981911
-247359.602736696	6486846.78889629
-250627.924754533	6487860.17025739
-253904.408818621	6488867.04095817
-257189.081254386	6489867.38796096
-260481.968462881	6490861.19813481
-263783.096921554	6491848.45825563
-267092.493185008	6492829.15500624
-270410.183885775	6493803.27497656
-273736.195735094	6494770.80466361
-277070.555523704	6495731.73047165
-280413.290122637	6496686.03871231
-283764.426484032	6497633.71560457
-287123.991641949	6498574.74727492
-290492.012713203	6499509.11975738
-293868.516898205	6500436.8189936
-297253.531481816	6501357.8308329
-300647.083834218	6502272.14103231
-304049.201411794	6503179.73525664
-307459.911758021	6504080.59907854
-310879.24250438	6504974.71797851
-314307.221371282	6505862.07734493
-317743.876169004	6506742.66247412
-321189.234798642	6507616.45857034
-324643.325253081	6508483.45074584
-328106.175617977	6509343.6240208
-331577.814072762	6510196.96332343
-335058.268891655	6511043.45348991
-338547.5684447	6511883.07926441
-342045.741198813	6512715.82529908
-345552.815718848	6513541.67615403
-349068.820668682	6514360.61629731
-352593.784812319	6515172.63010491
-356127.737015002	6515977.70186068
-359670.706244359	6516775.81575633
-363222.721571551	6517566.95589136
-366783.812172447	6518351.10627303
-370354.00732882	6519128.2508163
-373933.33642955	6519898.37334374
-377521.828971864	6520661.45758552
-381119.514562577	6521417.48717925
-384726.422919363	6522166.44566998
-388342.583872047	6522908.31651002
-391968.027363907	6523643.08305893
-395602.78345301	6524370.72858337
-399246.882313554	6525091.23625696
-402900.354237245	6525804.58916024
-406563.229634682	6526510.77028045
-410235.53903677	6527209.76251147
-413917.313096158	6527901.54865362
-417608.582588689	6528586.11141355
-421309.37841488	6529263.43340405
-425019.731601419	6529933.4971439
-428739.67330269	6530596.2850577
-432469.234802315	6531251.77947565
-436208.447514723	6531899.9626334
-439957.342986739	6532540.81667181
-443715.952899203	6533174.32363677
-447484.309068605	6533800.46547896
-451262.443448746	6534419.22405362
-455050.388132428	6535030.58112033
-458848.175353169	6535634.51834273
-462655.837486933	6536231.01728827
-466473.407053896	6536820.05942799
-470300.916720234	6537401.62613616
-474138.39929994	6537975.69869005
-477985.887756657	6538542.25826962
-481843.415205555	6539101.2859572
-485711.014915219	6539652.76273717
-489588.720309575	6540196.66949562
-493476.564969833	6540732.98702006
-497374.582636475	6541261.695999
-501282.807211254	6541782.77702162
-505201.272759231	6542296.2105774
-509130.013510842	6542801.97705571
-513069.063863992	6543300.05674545
-517018.458386178	6543790.42983458
-520978.231816647	6544273.07640975
-524948.41906858	6544747.97645583
-528929.055231311	6545215.1098555
-532920.175572577	6545674.45638875
-536921.815540802	6546125.99573244
-540934.010767407	6546569.70745977
-544956.797069162	6547005.57103983
-548990.210450568	6547433.56583706
-553034.287106275	6547853.67111071
-557089.063423524	6548265.86601435
-561154.575984649	6548670.12959525
-565230.861569584	6549066.44079387
-569317.957158431	6549454.77844323
-573415.899934055	6549835.12126833
-577524.727284714	6550207.44788556
-581644.47680673	6550571.73680202
-585775.186307202	6550927.96641494
-589916.893806756	6551276.11501096
-594069.637542328	6551616.16076549
-598233.455970001	6551948.08174202
-602408.387767874	6552271.8558914
-606594.47183897	6552587.46105111
-610791.747314198	6552894.87494454
-615000.253555347	6553194.0751802
-619220.030158132	6553485.039251
-623451.116955275	6553767.7445334
-627693.554019646	6554042.16828661
-631947.381667437	6554308.28765181
-636212.640461386	6554566.07965123
-640489.371214053	6554815.52118732
-644777.614991141	6555056.58904187
-649077.41311487	6555289.25987512
-653388.807167393	6555513.51022478
-657711.838994274	6555729.31650514
-662046.550708005	6555936.65500608
-666392.984691595	6556135.50189209
-670751.183602193	6556325.83320125
-675121.190374772	6556507.62484424
-679503.048225876	6556680.85260326
-683896.80065742	6556845.49213094
-688302.491460536	6557001.51894931
-692720.1647195	6557148.90844862
-697149.8648157	6557287.63588623
-701591.636431674	6557417.67638547
-706045.524555207	6557539.00493438
-710511.574483492	6557651.59638457
-714989.831827355	6557755.42544997
-719480.342515551	6557850.46670554
-723983.152799115	6557936.69458601
-728498.309255791	6558014.08338454
-733025.85879453	6558082.60725143
-737565.848660054	6558142.2401927
-742118.326437492	6558192.95606872
-746683.3400571	6558234.7285928
-751260.937799037	6558267.53132971
-755851.168298236	6558291.33769423
-760454.080549344	6558306.12094961
-765069.723911737	6558311.85420609
-769698.148114632	6558308.51041926
-774339.403262259	6558296.06238849
-778993.53983914	6558274.48275531
-783660.608715437	6558243.74400172
-788340.661152392	6558203.81844853
-793033.748807868	6558154.67825359
-797739.923741962	6558096.29541004
-802459.238422728	6558028.64174451
-807191.745731982	6557951.68891529
-811937.498971215	6557865.40841047
-816696.551867597	6557769.77154597
-821468.958580088	6557664.7494637
-826254.773705649	6557550.31312947
-831054.052285558	6557426.43333101
-835866.849811834	6557293.08067594
-840693.222233778	6557150.2255896
-845533.225964613	6556997.83831296
-850386.917888251	6556835.8889004
-855254.355366169	6556664.34721749
-860135.596244411	6556483.18293871
-865030.698860709	6556292.36554512
-869939.722051729	6556091.86432201
-874862.725160449	6555881.64835652
-879799.768043664	6555661.68653507
-884750.911079619	6555431.94754096
-889716.215175795	6555192.39985179
-894695.74177682	6554943.01173677
-899689.552872526	6554683.75125415
-904697.711006158	6554414.58624846
-909720.279282728	6554135.48434774
-914757.32137752	6553846.41296073
-919808.901544761	6553547.33927394
-924875.084626433	6553238.23024877
-929955.936061275	6552919.05261848
-935051.52189393	6552589.77288509
-940161.908784278	6552250.35731634
-945287.164016937	6551900.77194241
-950427.355510949	6551540.98255272
-955582.551829639	6551170.95469263
-960752.822190684	6550790.65365997
-965938.236476356	6550400.04450168
-971138.865243971	6549999.09201017
-976354.779736537	6549587.76071985
-981586.051893617	6549166.01490334
-986832.754362395	6548733.81856776
-992094.960508968	6548291.13545093
-997372.744429861	6547837.92901739
-1002666.18096376	6547374.16245445
-1007975.34570351	6546899.7986681
-1013300.3150083	6546414.80027885
-1018641.16601615	6545919.12961749
-1023997.97665663	6545412.74872069
-1029370.82566384	6544895.61932664
-1034759.79258964	6544367.70287043
-1040164.95781716	6543828.96047953
-1045586.40257464	6543279.35296894
-1051024.20894949	6542718.84083644
-1056478.45990264	6542147.38425765
-1061949.2392833	6541564.94308091
-1067436.63184389	6540971.47682219
-1072940.72325539	6540366.94465982
-1078461.60012298	6539751.30542905
-1083999.35000201	6539124.5176166
-1089554.06141434	6538486.53935499
-1095125.82386505	6537837.32841676
-1100714.72785944	6537176.84220868
-1106320.86492048	6536505.03776561
-1111944.32760664	6535821.8717444
-1117585.20953008	6535127.30041759
-1123243.60537529	6534421.27966697
-1128919.61091809	6533703.76497697
-1134613.32304515	6532974.7114279
-1140324.83977385	6532234.07368908
-1146054.26027274	6531481.80601175
-1151801.68488227	6530717.86222185
-1157567.21513621	6529942.19571259
-1163350.95378342	6529154.7594369
-1169153.00481024	6528355.50589969
-1174973.47346329	6527544.38714982
-1180812.46627294	6526721.35477203
-1186670.09107726	6525886.35987859
-1192546.45704655	6525039.35310073
-1198441.67470851	6524180.28457991
-1204355.85597398	6523309.10395883
-1210289.11416336	6522425.76037228
-1216241.56403358	6521530.20243765
-1222213.3218059	6520622.37824535
-1228204.50519423	6519702.23534884
-1234215.23343432	6518769.72075451
-1240245.62731354	6517824.78091125
-1246295.80920159	6516867.36169979
-1252365.9030818	6515897.40842168
-1258456.03458344	6514914.86578812
-1264566.33101467	6513919.67790838
-1270696.92139654	6512911.78827794
-1276847.93649775	6511891.13976638
-1283019.50887038	6510857.67460482
-1289211.77288659	6509811.33437318
-1295424.86477626	6508752.05998695
-1301658.92266572	6507679.79168373
-1307914.08661743	6506594.46900924
-1314190.49867087	6505496.03080316
-1320488.30288446	6504384.41518432
-1326807.64537867	6503259.55953574
-1333148.6743804	6502121.40048904
-1339511.5402685	6500969.87390849
-1345896.3956207	6499804.91487465
-1352303.3952618	6498626.45766748
-1358732.69631324	6497434.43574892
-1365184.45824422	6496228.7817451
-1371658.84292417	6495009.4274279
-1378156.01467686	6493776.303696
-1384676.14033608	6492529.34055541
-1391219.38930301	6491268.46709936
-1397785.93360527	6489993.61148762
-1404375.94795781	6488704.70092516
-1410989.60982563	6487401.66164022
-1417627.09948847	6486084.41886154
-1424288.60010745	6484752.89679515
-1430974.29779386	6483407.01860016
-1437684.38168008	6482046.70636397
-1444419.04399276	6480671.88107657
-1451178.48012834	6479282.46260412
-1457962.88873103	6477878.36966162
-1464772.47177335	6476459.51978463
-1471607.43463922	6475025.82930021
-1478467.98620991	6473577.21329675
-1485354.33895283	6472113.58559286
-1492266.70901323	6470634.85870523
-1499205.31630915	6469140.94381536
-1506170.38462949	6467631.75073514
-1513162.14173559	6466107.18787129
-1520180.81946622	6464567.16218851
-1527226.65384636	6463011.57917136
-1534299.8851998	6461440.34278481
-1541400.75826579	6459853.3554333
-1548529.52231984	6458250.51791843
-1555686.43129899	6456631.72939502
-1562871.74393165	6454996.88732557
-1570085.72387227	6453345.88743313
-1577328.63984104	6451678.6236522
-1584600.7657689	6449994.98807801
-1591902.38094801	6448294.87091369
-1599233.77018813	6446578.16041547
-1606595.22397899	6444844.74283577
-1613987.03865906	6443094.50236401
-1621409.51659108	6441327.32106511
-1628862.96634449	6439543.07881547
-1636347.70288542	6437741.65323648
-1643864.04777425	6435922.91962513
-1651412.32937153	6434086.75088194
-1658992.88305231	6432233.01743576
-1666606.05142968	6430361.58716544
-1674252.1845877	6428472.32531817
-1681931.64032444	6426565.09442434
